1,-0.5,-0.5,1.41421
2,-0.41259,-0.451426,1.31834
3,-0.488559,-0.400657,1.33732
4,-0.473012,-0.301873,1.26085
5,-0.466371,-0.202093,1.19449
6,-0.327942,-0.398183,1.22157
7,-0.244226,-0.343487,1.12487
8,-0.153652,-0.301103,1.03394
9,-0.462889,-0.102154,1.13567
10,-0.433831,-0.006469,1.06233
11,-0.0620275,-0.261042,0.946076
12,-0.246137,-0.340668,1.12403
13,-0.411312,0.0909627,0.9989
14,0.0364673,-0.243757,0.876378
15,-0.316777,0.123567,0.899348
16,-0.223409,0.159377,0.79959
17,0.131908,-0.213907,0.803216
18,-0.12987,0.19474,0.699943
19,-0.0360744,0.229415,0.600493
20,0.0615538,0.251065,0.504186
21,0.22866,-0.188626,0.740156
22,0.325268,-0.162803,0.685448
23,0.15832,0.276291,0.408401
24,0.422802,-0.140731,0.645365
25,0.253693,0.306356,0.313313
26,-0.385389,0.187544,0.938905
27,0.433748,-0.0413322,0.545371
28,-0.337567,0.275368,0.867167
29,-0.393648,-0.369162,1.24662
30,0.275098,-0.100062,0.640824
31,-0.289618,0.363123,0.801394
32,-0.336619,0.274845,0.866387
33,0.438794,0.0585403,0.445682
34,-0.265812,0.460248,0.766843
35,0.427509,-0.0408422,0.545679
36,0.429796,-0.0409763,0.545513
37,0.428899,-0.0409174,0.54557
38,-0.24323,0.451712,0.744797
39,0.144851,-0.114749,0.709962
40,-0.162935,-0.285195,1.02762
41,0.319594,-0.0105068,0.541446
42,-0.0719622,-0.243673,0.938185
43,0.429796,-0.0409763,0.545513
44,0.283623,-0.105085,0.642609
45,-0.144937,0.470112,0.645629
46,-0.16729,0.477374,0.667673
47,0.347374,0.34134,0.220153
48,-0.155503,-0.297356,1.03221
49,0.429938,-0.0409863,0.545504
50,-0.462799,-0.202395,1.19178
51,-0.169346,0.519101,0.669619
52,0.441653,0.374679,0.138238
53,0.232747,-0.0670584,0.626881
54,-0.45744,-0.102539,1.13126
55,0.229019,-0.0607496,0.622793
56,-0.0480109,0.494716,0.548036
57,-0.172223,0.495477,0.672238
58,-0.130405,0.196124,0.699822
59,0.434718,-0.0414439,0.545365
60,-0.44206,-0.00434734,1.06857
61,-0.0667515,-0.25783,0.946316
62,0.158748,0.274587,0.408979
63,0.367448,-0.0617013,0.57713
64,-0.206688,0.419003,0.711315
65,0.0518371,0.500226,0.448163
66,0.227387,-0.184179,0.736491
67,-0.473152,-0.301851,1.26095
68,0.423041,-0.0407317,0.546181
69,0.446078,0.474581,0.0596129
70,0.148889,0.524329,0.351953
71,-0.465703,-0.303304,1.25614
72,-0.268937,0.460961,0.769928
73,0.52362,0.111499,0.389218
74,-0.233938,0.446187,0.735908
75,-0.208706,0.421887,0.712998
76,-0.33428,0.273497,0.864481
77,-0.0725886,0.509494,0.572667
78,-0.067115,-0.250991,0.941067
79,-0.464212,-0.203315,1.19346
80,0.147738,-0.115168,0.708887
81,0.239497,-0.0754141,0.631635
82,-0.0609831,-0.263521,0.947453
83,0.349071,0.336408,0.22258
84,-0.068808,0.494733,0.568832
85,-0.257376,0.457782,0.758552
86,-0.4473,-0.205012,1.18085
87,0.235684,-0.0729217,0.630954
88,0.273797,-0.0956004,0.637109
89,0.150917,0.513762,0.349354
90,-0.346263,0.279572,0.8745
91,0.430243,-0.0410086,0.545487
92,0.278013,-0.101653,0.641299
93,-0.174946,0.495104,0.674964
94,0.294013,-0.112936,0.646623
95,-0.408221,0.190915,0.959374
96,0.591676,0.184768,0.328292
97,-0.171582,0.483809,0.671778
98,-0.239754,0.449803,0.741455
99,-0.169679,0.473118,0.670218
100,0.00648055,-0.181651,0.841552
101,-0.462802,-0.203346,1.19234
102,-0.493784,-0.400193,1.34088
103,-0.152599,-0.305303,1.03653
104,-0.410006,0.0906516,0.997836
105,0.434691,-0.0414407,0.545365
106,-0.169688,0.521153,0.670022
107,0.0176344,-0.204174,0.853544
108,0.145927,-0.114895,0.709551
109,0.324871,-0.0276924,0.555994
110,-0.487502,-0.300662,1.27131
111,0.161305,-0.0160928,0.617306
112,0.272904,-0.0989461,0.640554
113,0.500566,0.13718,0.36282
114,0.433765,0.0589619,0.445984
115,0.255823,0.298596,0.316522
116,-0.157594,-0.294191,1.0311
117,0.132985,-0.217599,0.806007
118,-0.0707449,0.487681,0.570878
119,0.329038,-0.0308908,0.557739
120,0.0914112,-0.128861,0.749941
121,0.055326,0.269986,0.500641
122,0.374162,0.0732921,0.444876
123,-0.315845,0.374833,0.82539
124,0.290083,-0.109713,0.644837
125,-0.178492,0.503619,0.678502
126,-0.240274,0.450101,0.741954
127,-0.217041,0.431916,0.720266
128,-0.439342,0.0956157,1.02269
129,0.459951,0.124675,0.377455
130,0.459546,0.125346,0.376832
131,-0.0621494,-0.260765,0.945925
132,-0.459965,-0.204528,1.19075
133,0.430203,-0.0410056,0.545489
134,-0.42984,0.0934514,1.01483
135,-0.414747,0.0918504,1.00167
136,0.0588381,0.260905,0.501787
137,0.360631,-0.0383568,0.556104
138,-0.41394,0.0915329,1.00107
139,-0.298249,0.367291,0.809205
140,-0.39821,0.290413,0.922338
141,-0.417689,0.0926376,1.00404
142,-0.357122,0.381581,0.865264
143,-0.343612,0.124524,0.923398
144,-0.173593,0.491118,0.673651
145,0.031837,-0.226314,0.864123
146,-0.319765,0.372438,0.829631
147,0.51519,0.236105,0.264332
148,-0.150807,-0.307811,1.03736
149,-0.059509,-0.267384,0.949699
